year,ID_NUMBER,FACILITY_NAME,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,actual,predicted
2017,GAR000082016,PSG - FUNCTIONAL MATERIALS LLC,180 BURLINGTON ROAD NE,ROME,GA,30162,0,0
2017,NY1211836357,NYS DIV MILITARY NAVAL AFFAIRS - AASF #2,76 PATRIOT WAY,ROCHESTER,NY,14624-5102,0,0
2017,TND084789247,"ARMSTRONG FLOORING, INC.",154 ROSEDALE STREET,JACKSON,TN,38301,0,0
2017,TND084789247,"ARMSTRONG FLOORING, INC.",154 ROSEDALE STREET,JACKSON,TN,38301,0,0
2017,OHR000042184,PPG FINISHES,2599 FORT SHAWNEE INDUSTRIAL DR,LIMA,OH,45804,1,0
2017,NVR000084624,FEDEX FREIGHT INC  LVS,4610 N LAMB BLVD,LAS VEGAS,NV,89115,0,0
2017,NVR000083113,UPS FREIGHT LAS VEGAS TERMINAL,4624 E CRAIG RD,LAS VEGAS,NV,89115,0,0
2017,NVR000086983,CVS PHARMACY #4495,5545 CAMINO AL NORTE,LAS VEGAS,NV,89130,0,0
2017,NVD058947086,"SFPP, L.P. - RENO TERMINAL",301 NUGGET AVE.,SPARKS,NV,89431,0,0
2017,CAD981168107,SAN DIEGO GAS & ELECTRIC MIRAMAR,6875 CONSOLIDATED WAY,SAN DIEGO,CA,92121-0000,0,0
2017,CAD981168107,SAN DIEGO GAS & ELECTRIC MIRAMAR,6875 CONSOLIDATED WAY,SAN DIEGO,CA,92121-0000,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,1,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,1,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,1,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,1,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,1,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,1,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,1,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,1,0
2017,CAD077227049,TESORO CARSON REFINERY,1801 SEPULVEDA BLVD,CARSON,CA,90749-6210,1,0
2017,CAD077227049,TESORO CARSON REFINERY,1801 SEPULVEDA BLVD,CARSON,CA,90749-6210,1,0
2017,CAD077227049,TESORO CARSON REFINERY,1801 SEPULVEDA BLVD,CARSON,CA,90749-6210,1,0
2017,CAD077227049,TESORO CARSON REFINERY,1801 SEPULVEDA BLVD,CARSON,CA,90749-6210,0,0
2017,CAD077227049,TESORO CARSON REFINERY,1801 SEPULVEDA BLVD,CARSON,CA,90749-6210,0,0
2017,CAD077227049,TESORO CARSON REFINERY,1801 SEPULVEDA BLVD,CARSON,CA,90749-6210,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,1,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,1,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,1,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,1,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,1,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,1,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,1,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,1,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD066233966,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,91746-3124,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,0,0
2017,CAD069124717,GLENCORE RECYCLING LLC,1695 MONTEREY HWY,SAN JOSE,CA,95112-0000,0,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,0,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,0,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,0,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,0,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,0,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,0,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,0,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,1,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,1,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,1,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,1,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,1,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,1,0
2017,CAD028409019,CROSBY & OVERTON,1630 W. 17TH STREET,LONG BEACH,CA,90813-0000,1,0
2017,CAD009220898,PACIFIC SCIENTIFIC ENERGETIC MATERIALS CO,3601 UNION ROAD,HOLLISTER,CA,95023-0000,0,0
2017,CAD009220898,PACIFIC SCIENTIFIC ENERGETIC MATERIALS CO,3601 UNION ROAD,HOLLISTER,CA,95023-0000,0,0
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,0
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,0
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,0
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,0
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,0
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,0
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,0
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD077182293,METECH RECYCLING INC,6200 ENGLE WAY,GILROY,CA,95020,1,1
2017,CAD088504881,KINSBURSKY BROTHERS SUPPLY INC,1314 N ANAHEIM BLVD,ANAHEIM,CA,92801,0,1
2017,CAD088504881,KINSBURSKY BROTHERS SUPPLY INC,1314 N ANAHEIM BLVD,ANAHEIM,CA,92801,0,1
2017,CAD088504881,KINSBURSKY BROTHERS SUPPLY INC,1314 N ANAHEIM BLVD,ANAHEIM,CA,92801,0,0
2017,CAD088504881,KINSBURSKY BROTHERS SUPPLY INC,1314 N ANAHEIM BLVD,ANAHEIM,CA,92801,0,0
2017,CAD059794974,MARTIN METAL FINISHING INC,12150 S ALAMEDA ST (SEE MAP),LYNWOOD,CA,90262,1,0
2017,CAD059794974,MARTIN METAL FINISHING INC,12150 S ALAMEDA ST (SEE MAP),LYNWOOD,CA,90262,1,0
2017,CAD059794974,MARTIN METAL FINISHING INC,12150 S ALAMEDA ST (SEE MAP),LYNWOOD,CA,90262,1,0
